"product_name","new_cat","new_subcat","cat","subcat"
"Accu-Chek Active 100 Strips - Expiry June 2016 | Accu-Chek Active 100 Strips - Expiry June 2016 | Accu-Chek Active 100 Strips - Expiry June 2016 | Accu-Chek Active 100 Strips - Expiry June 2016 | Accu-Chek Active 100 Strips - Expiry June 2016","Health and Wellness","Diabetic Care","Health and Wellness",
"Sugar Free Gold - Twin Pack (500 Tablets) | Johnson & Johnson One Touch Select Glucose Monitor With 10 Strips free (Combo Of 5)","Health and Wellness","Diabetic Care","Health and Wellness",
"Muscletech Platinum Series Iso Zero /5 lbs Choclate","Health and Wellness","Protein and Health Supplements","Health and Wellness",
"Dymatize Nutrition Elite Xt Rich Chocolate Whey Protein 4.43 lbs","Health and Wellness","Protein and Health Supplements","Health and Wellness",
"Dhoom Reusable Condom/ Penis Extender","Health and Wellness","Sexual Wellness","Health and Wellness",
"Grow up Penis Enlargement Pump","Health and Wellness","Sexual Wellness","Health and Wellness",
"Acupressure Mat (Stone Pressure Therapy) Foot Massage & Leg Massage","Health and Wellness","Health Devices","Health and Wellness",
"Penis Enlargement Cream And Pump","Health and Wellness","Sexual Wellness","Health and Wellness",
"Omron HEM-7113 Bp Monitor","Health and Wellness","Bp and Heart Rate Monitors","Health and Wellness",
"Dr. Morepen Blood Glucose Monitor BG 03","Health and Wellness","Health Devices","Health and Wellness",
"Skore Fruit Basket Combo Condom","Health and Wellness","Sexual Wellness","Health and Wellness",
"Amway Nutrilite Daily (60 Tablet)","Health and Wellness","Protein and Health Supplements","Health and Wellness",
"Skore Condoms 10's","Health and Wellness","Sexual Wellness","Health and Wellness",
"Johnson & Johnson One Touch Select Test Strips  50 Strips","Health and Wellness","Diabetic Care","Health and Wellness",
"Manforce Indulgence Condom Pack","Health and Wellness","Sexual Wellness","Health and Wellness",
"Skore Lovers Combo Condom {Not Out Banana Shades Strawberry Chocolate Orange Blue} 10*7=70","Health and Wellness","Sexual Wellness","Health and Wellness",
"Global Nomad GNLWBR1314 Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Penis Enlargement Pump (organ Developer - Deluxe)","Health and Wellness","Sexual Wellness","Health and Wellness",
"Atta Maker with Free Measuring Cup","Home and Kitchen","Kitchenware","KitchenWare",
"Garlic Peeler Buy 1 Get 1 Free","Home and Kitchen","Kitchenware","KitchenWare",
"Microfibre Cleaning Gloves (Set Of 2 Pcs)","Automotive","Car Accessories","KitchenWare",
"3 In 1 Steel Scissors With Bottle Opener Kitchen","Home and Kitchen","null","KitchenWare",
"12V Stainless Steel Mug Coffee Tea Water Cup Auto Car Charger Electric Heater","Automotive","null","KitchenWare",
"Multi Purpose Travel Pouch","Handbags, Bags and Luggage","Handbags and Clutches","KitchenWare",
"Small Handy Hot Water Bag","Health and Wellness","Massage and Pain Relief","KitchenWare",
"Gourment Birdie Table Top Fruit Fork Set","Home and Kitchen","Home Decor and Furnishing","KitchenWare",
"Fastrack 3040SL01 Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Laurels Original Lo-Ex-103 Leather Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Olvin 1662 SM02  Women's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Matangi MRM012224 1 Roti Maker (Silver & Black)","Electronics and Appliances","Home and Kitchen Appliances","KitchenWare",
"Camerii Black Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Timex TI000Q80200 Silver Round Chronograph Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Rico Sordi RSD61_S4_LLSS  Men's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Kitchen Pro Durable Chopping Board With 2 Knives 1 Chopper & 1 Scissor","Home and Kitchen","Kitchenware","KitchenWare",
"Rolex Aluminium Cake Mould Square Set Of 3 + Free Recepie 500 Gms - 1 Kg Cake","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Sling-A-Bling Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Plastic Food Container - 200 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Steam It","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Expression Butter Buddy","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Water Bottle-1000 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Water Jug - 1900 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Plastic Food Container - 60 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Sandwich Keeper","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Twistable Peeler","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Plastic Food Container - 200 Ml | Tupperware Plastic Food Container - 200 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Laurels Original Lo-Lib-101  Men's Couple Watch | Laurels Original Lo-Polo-301  Men's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Tupperware Aquasafe Water Bottles - 1000 Ml | Tupperware Aquasafe Water Bottles - 1000 Ml | Tupperware Aquasafe Water Bottles - 1000 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Steam It | Tupperware Steam It","Home and Kitchen","Kitchenware","KitchenWare",
"Maxima Silver Rectangular Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Fastrack 3124SM01_WBG Silver Round Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Tupperware Spice It Plastic Food Container - 1000 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Signoraware Easy Lunch Box","Home and Kitchen","null","KitchenWare",
"Tupperware Rocker Four Containers Lunch Box - 1260 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Rico Sordi RSD49_WSGW  Men's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Camlin Bullet Tip Non-Permanent Whiteboard Markers- Set of 10 (Blue)","Stationery and Office Products","Stationery","KitchenWare",
"Kittens Girls Black Mary Janes in Glossy Finish:Flats,Kittens Girls Dusty Pink Flat Shoes in Glossy Finish:Flats","Shoes and Footwear","null","KitchenWare",
"Florina - 3 Pcs Casserole Set + 6 Pcs Serving Set Free By Nayasa-Blue","Home and Kitchen","Kitchenware","KitchenWare",
"All time 31 pcs storage set-Green","Home and Kitchen","Kitchenware","KitchenWare",
"Autumn Breeze - 80 Pcs Dinner Set By Nayasa-Brown","Home and Kitchen","Kitchenware","KitchenWare",
"Floral Bouquet - 44 Pcs Summer Storage Set by Steelo-Red","Home and Kitchen","Kitchenware","KitchenWare",
"All time 31 pcs storage set-Red","Home and Kitchen","Kitchenware","KitchenWare",
"Sip & Bite - Smart Tiffin Set with Bottle by Nayasa-Black Checkered","Home and Kitchen","Kitchenware","KitchenWare",
"Sonata 7929PP02 Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Felizer LedRed1 LED Digital Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Tupperware Plastic Food Container - 60 Ml | Tupperware Plastic Food Container - 60 Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Clear Square Bowl (Set Of 2)","Home and Kitchen","Kitchenware","KitchenWare",
"HealthTrack HT-256 Hot & Cold Pack","Health and Wellness","Massage and Pain Relief","KitchenWare",
"Corelle Essential Series provincial Blue Katori set Glass Bowl Set","Home and Kitchen","Kitchenware","KitchenWare",
"Everyday Gifts General Quote Gift for a Great Day Birthday Ceramic Mug","Gifts","null","KitchenWare",
"Chumbak Pure Veg Fridge Magnet","Home and Kitchen","Home Decor and Furnishing","KitchenWare",
"Fastrack 6058SL02 Big Time Analog Watch  - For Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Tupperware Super Storer Large Plastic Containers","Home and Kitchen","Kitchenware","KitchenWare",
"Cutting Edge Nesterware- Redefine Kitchen Storage  - 500 ml, 750 ml, 1000 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Pinnakle Boxy Houndstooth Art Polypropylene Pencil Box","Stationery and Office Products","Stationery","KitchenWare",
"Laplast Storewell  - 1000 ml, 325 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Michael Kors MK5613 Analog Watch  - For Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Zoop C3025PP26 Analog Watch  - For Boys, Girls","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Signoraware 513 4 Containers Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware  - 100 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Store All M  - 1300 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Cambio S-8010 Deluxe Faucet","Tools and Hardware","Other Tools","KitchenWare",
"Rallison Rl05 5 L Pressure Cooker","Electronics and Appliances","Home and Kitchen Appliances","KitchenWare",
"Tupperware Budd-525 1 Containers Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"Greenchef 3 L Pressure Cooker","Home and Kitchen","Kitchenware","KitchenWare",
"Everyday Gifts Happy Birthday ""Brother In Law"" Ceramic Mug","Gifts","null","KitchenWare",
"Tupperware best-415 3 Containers Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"Oggarane Dabbi (Part 1 And Part 2 ) Veg & Non Veg","Books, Software and E-learning","Books","KitchenWare",
"Dinakkondhu Kathe - Thingaligondhu Pusthaka - 12 Books Set","Books, Software and E-learning","Books","KitchenWare",
"Cutting Edge Dinner Set 32 Pc Set DSsqSOL2_R (Polypropylene, Red) Pack of 16 Dinner Set","Home and Kitchen","Kitchenware","KitchenWare",
"Steelo Big Can 1000 ml Oil Dispenser","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Small Magic Flow","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Fridge Smart Small Container","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Square Modular Mate (1100 Ml)","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Eleganzia Bowl 2.3L 1Pc","Home and Kitchen","Kitchenware","KitchenWare",
"WWE John Cena 750 ml","Stationery and Office Products","Stationery","KitchenWare",
"Fastrack 6097SM02 Analog Watch  - For Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Fastrack 6027SL01 Hip Hop Analog Watch  - For Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Sonata 7953SL01 Classic Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Titan 9452KD02 Tycoon Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Sonata 7920PP13 Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Fastrack 9951PP08 Tees Analog Watch  - For Men, Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Fastrack 6114SL01 Analog Watch  - For Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Oil Pastel In Box Of 24","Stationery and Office Products","Stationery","KitchenWare",
"Jovial Mart Set of 3 Denims","Apparel and Accessories","null","KitchenWare",
"Rage Enjoy (White)","Mobile Phone, Tablets and Accessories","Mobiles","KitchenWare",
"Nirus Wooden Dotting Tool 5 Set","Apparel and Accessories","Women's Accessories","KitchenWare",
"Laplast  - 750 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Milton FG-SOF-FST-0046 3 Containers Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"NIGHT SCOPE Binoculars+ Army Knife Set","Camera and Photos","Binoculars and Telescopes","KitchenWare",
"Tupperware Smart Saver Container(1.1 Ltr)","Home and Kitchen","Kitchenware","KitchenWare",
"Castrol Edge 5W40 4Ltr","Automotive","null","KitchenWare",
"Tupperware Handy Grater","Home and Kitchen","Kitchenware","KitchenWare",
"Camlin Bullet Tip Black Non Permanent Whiteboard Markers (Set of 10)","Stationery and Office Products","Stationery","KitchenWare",
"Tupperware Butter Buddy Bread Box","Home and Kitchen","Kitchenware","KitchenWare",
"Combo Of 5pcs Hard Coat Induction Cookware Set","Electronics and Appliances","Home and Kitchen Appliances","KitchenWare",
"Tupperware Aqusafe 500 ml Water Bottles","Home and Kitchen","Kitchenware","KitchenWare",
"Laplast  - 1000 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Fastrack 1474SM02 Party Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Vijayalakshmi Tawa 28 cm diameter","Home and Kitchen","Kitchenware","KitchenWare",
"Impex 3 - Piece Cookware Set","Home and Kitchen","Kitchenware","KitchenWare",
"Prestige Popular Plus 5 L Pressure Cooker","Home and Kitchen","Kitchenware","KitchenWare",
"Tallboy Mahaware Space Saver Container 2400ml Set Of 3  - 2400 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Rainbow Gate Rainbow Gate_ 3 rattle set Rattle","Toys and Games","null","KitchenWare",
"ExclusiveLane Melodious Sound Ceramic Wind Chimes","Home and Kitchen","Home Decor and Furnishing","KitchenWare",
"ExclusiveLane Unique Half Ceramic Cup Set","Home and Kitchen","Kitchenware","KitchenWare",
"Big Flash Cards - Alphabet | Big Flash Cards - Fruit | Big Flash Cards - Animals","Stationery and Office Products","Stationery","KitchenWare",
"Signoraware Best Lunch Box With Bag Blue | Signoraware Best Lunch Box With Bag Blue","Home and Kitchen","Kitchenware","KitchenWare",
"Impressive9 Stainless Steel, Plastic Knife Set","Home and Kitchen","Kitchenware","KitchenWare",
"Signoraware Best Lunch Box With Bag","Home and Kitchen","Kitchenware","KitchenWare",
"Philips Avent Toddler Cups Spout Cup","Baby Care","null","KitchenWare",
"Pasabahce 44307","Home and Kitchen","null","KitchenWare",
"MICROSAFE Container Set -5 RED","Home and Kitchen","Kitchenware","KitchenWare",
"Everyday Gifts Happy Birthday Gift For Special And Caring Person Ceramic Mug","Gifts","null","KitchenWare",
"Tallboy SS Murgan Cooker 4 plates Induction Idli Maker","Home and Kitchen","Kitchenware","KitchenWare",
"Mahaware Modular Space Saver  - 600 ml Plastic Food Container","Home and Kitchen","Kitchenware","KitchenWare",
"Pigeon Induction   Standard Idli Maker","Home and Kitchen","Kitchenware","KitchenWare",
"Mahavir Milk Boiler Pot 2 L","Home and Kitchen","Kitchenware","KitchenWare",
"Cool Flora Pot Set Of 5Pcs White Color(13Cm Dia X 11Hgt) Without Plant","Home and Kitchen","null","KitchenWare",
"Tupperware Handy Grater - red colour","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Handy Grater - red colour|Tupperware Mega Magic Oil Flow - 1.1 Ltr  - set of 2","Home and Kitchen","Kitchenware","KitchenWare",
"FabSeasons Waterproof Lunch Bag","Handbags, Bags and Luggage","Luggage and Bags","KitchenWare",
"Tiedribbons Birthday Gifts For Her Ceramic Mug","Gifts","null","KitchenWare",
"Insulated Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"Dice Shape Salt & Pepper Shaker","Toys and Games","null","KitchenWare",
"Hunter 7 Piece Kitchen Knife Set","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Aquasafe Water Bottles 1 Litre- Set Of 4","Home and Kitchen","Kitchenware","KitchenWare",
"Tupperware Within Reach Blue Containers 800Ml","Home and Kitchen","Kitchenware","KitchenWare",
"Sp Steel Super Tea -01 Stainless Steel Mug","Home and Kitchen","Kitchenware","KitchenWare",
"Seven Rays McMooch- Twirl It! Ceramic Mug","Home and Kitchen","Kitchenware","KitchenWare",
"Sistema PLSTNS00785_Blue 460 ml Sipper Bottle","Home and Kitchen","Kitchenware","KitchenWare",
"Disney Snow White 1 Containers Lunch Box","Home and Kitchen","Kitchenware","KitchenWare",
"Philips Citrus Press HR2771 25 Juicer","Electronics and Appliances","Home and Kitchen Appliances","KitchenWare",
